,ws,Technology,par,unit,est,year,val
1524,hydrogen storage - lohc,hydrogen storage - lohc,variable o&m,EUR_2020/MWh,control,2050,0.0
1535,hydrogen storage - lohc,hydrogen storage - lohc,energy density,kWh/meter**3,lower,2020,1900.0
1536,hydrogen storage - lohc,hydrogen storage - lohc,energy density,kWh/meter**3,lower,2050,1900.0
1537,hydrogen storage - lohc,hydrogen storage - lohc,energy density,kWh/meter**3,upper,2020,1900.0
1538,hydrogen storage - lohc,hydrogen storage - lohc,energy density,kWh/meter**3,upper,2050,1900.0
1539,hydrogen storage - lohc,hydrogen storage - lohc,energy density,kWh/meter**3,control,2015,1900.0
1540,hydrogen storage - lohc,hydrogen storage - lohc,energy density,kWh/meter**3,control,2020,1900.0
1541,hydrogen storage - lohc,hydrogen storage - lohc,energy density,kWh/meter**3,control,2030,1900.0
1542,hydrogen storage - lohc,hydrogen storage - lohc,energy density,kWh/meter**3,control,2040,1900.0
1543,hydrogen storage - lohc,hydrogen storage - lohc,energy density,kWh/meter**3,control,2050,1900.0
1544,hydrogen storage - lohc,hydrogen storage - lohc,specific energy,Wh/kg,lower,2020,2080.0
1545,hydrogen storage - lohc,hydrogen storage - lohc,specific energy,Wh/kg,lower,2050,2080.0
1546,hydrogen storage - lohc,hydrogen storage - lohc,specific energy,Wh/kg,upper,2020,2080.0
1547,hydrogen storage - lohc,hydrogen storage - lohc,specific energy,Wh/kg,upper,2050,2080.0
1548,hydrogen storage - lohc,hydrogen storage - lohc,specific energy,Wh/kg,control,2015,2080.0
1549,hydrogen storage - lohc,hydrogen storage - lohc,specific energy,Wh/kg,control,2020,2080.0
1550,hydrogen storage - lohc,hydrogen storage - lohc,specific energy,Wh/kg,control,2030,2080.0
1551,hydrogen storage - lohc,hydrogen storage - lohc,specific energy,Wh/kg,control,2040,2080.0
1552,hydrogen storage - lohc,hydrogen storage - lohc,specific energy,Wh/kg,control,2050,2080.0
1553,hydrogen storage - caverns,hydrogen storage - caverns,charge efficiency,percent,lower,2020,0.98
1554,hydrogen storage - caverns,hydrogen storage - caverns,charge efficiency,percent,lower,2050,0.99
1555,hydrogen storage - caverns,hydrogen storage - caverns,charge efficiency,percent,upper,2020,0.99
1556,hydrogen storage - caverns,hydrogen storage - caverns,charge efficiency,percent,upper,2050,0.99
1557,hydrogen storage - caverns,hydrogen storage - caverns,charge efficiency,percent,control,2015,0.99
1558,hydrogen storage - caverns,hydrogen storage - caverns,charge efficiency,percent,control,2020,0.99
1559,hydrogen storage - caverns,hydrogen storage - caverns,charge efficiency,percent,control,2030,0.99
1560,hydrogen storage - caverns,hydrogen storage - caverns,charge efficiency,percent,control,2040,0.99
1561,hydrogen storage - caverns,hydrogen storage - caverns,charge efficiency,percent,control,2050,0.99
1562,hydrogen storage - caverns,hydrogen storage - caverns,discharge efficiency,percent,lower,2020,1.0
1563,hydrogen storage - caverns,hydrogen storage - caverns,discharge efficiency,percent,lower,2050,1.0
1564,hydrogen storage - caverns,hydrogen storage - caverns,discharge efficiency,percent,upper,2020,1.0
1565,hydrogen storage - caverns,hydrogen storage - caverns,discharge efficiency,percent,upper,2050,1.0
1566,hydrogen storage - caverns,hydrogen storage - caverns,discharge efficiency,percent,control,2015,1.0
1567,hydrogen storage - caverns,hydrogen storage - caverns,discharge efficiency,percent,control,2020,1.0
1568,hydrogen storage - caverns,hydrogen storage - caverns,discharge efficiency,percent,control,2030,1.0
1569,hydrogen storage - caverns,hydrogen storage - caverns,discharge efficiency,percent,control,2040,1.0
1570,hydrogen storage - caverns,hydrogen storage - caverns,discharge efficiency,percent,control,2050,1.0
1580,hydrogen storage - caverns,hydrogen storage - caverns,auxiliary electricity consumption,percent,lower,2020,0.0
1581,hydrogen storage - caverns,hydrogen storage - caverns,auxiliary electricity consumption,percent,lower,2050,0.0
1582,hydrogen storage - caverns,hydrogen storage - caverns,auxiliary electricity consumption,percent,upper,2020,0.01
1583,hydrogen storage - caverns,hydrogen storage - caverns,auxiliary electricity consumption,percent,upper,2050,0.01
1584,hydrogen storage - caverns,hydrogen storage - caverns,auxiliary electricity consumption,percent,control,2015,0.01
1585,hydrogen storage - caverns,hydrogen storage - caverns,auxiliary electricity consumption,percent,control,2020,0.01
1586,hydrogen storage - caverns,hydrogen storage - caverns,auxiliary electricity consumption,percent,control,2030,0.01
1587,hydrogen storage - caverns,hydrogen storage - caverns,auxiliary electricity consumption,percent,control,2040,0.01
1588,hydrogen storage - caverns,hydrogen storage - caverns,auxiliary electricity consumption,percent,control,2050,0.01
1598,hydrogen storage - caverns,hydrogen storage - caverns,energy losses during storage,percent,lower,2020,0.0
1599,hydrogen storage - caverns,hydrogen storage - caverns,energy losses during storage,percent,lower,2050,0.0
1600,hydrogen storage - caverns,hydrogen storage - caverns,energy losses during storage,percent,upper,2020,0.01
1601,hydrogen storage - caverns,hydrogen storage - caverns,energy losses during storage,percent,upper,2050,0.01
1602,hydrogen storage - caverns,hydrogen storage - caverns,energy losses during storage,percent,control,2015,0.01
1603,hydrogen storage - caverns,hydrogen storage - caverns,energy losses during storage,percent,control,2020,0.01
1604,hydrogen storage - caverns,hydrogen storage - caverns,energy losses during storage,percent,control,2030,0.01
1605,hydrogen storage - caverns,hydrogen storage - caverns,energy losses during storage,percent,control,2040,0.01
1606,hydrogen storage - caverns,hydrogen storage - caverns,energy losses during storage,percent,control,2050,0.01
1607,hydrogen storage - caverns,hydrogen storage - caverns,energy storage capacity for one unit,MWh,lower,2020,150000.0
1608,hydrogen storage - caverns,hydrogen storage - caverns,energy storage capacity for one unit,MWh,lower,2050,150000.0
1609,hydrogen storage - caverns,hydrogen storage - caverns,energy storage capacity for one unit,MWh,upper,2020,150000.0
1610,hydrogen storage - caverns,hydrogen storage - caverns,energy storage capacity for one unit,MWh,upper,2050,150000.0
1611,hydrogen storage - caverns,hydrogen storage - caverns,energy storage capacity for one unit,MWh,control,2015,150000.0
1612,hydrogen storage - caverns,hydrogen storage - caverns,energy storage capacity for one unit,MWh,control,2020,150000.0
1613,hydrogen storage - caverns,hydrogen storage - caverns,energy storage capacity for one unit,MWh,control,2030,150000.0
1614,hydrogen storage - caverns,hydrogen storage - caverns,energy storage capacity for one unit,MWh,control,2040,150000.0
1615,hydrogen storage - caverns,hydrogen storage - caverns,energy storage capacity for one unit,MWh,control,2050,150000.0
1616,hydrogen storage - caverns,hydrogen storage - caverns,forced outage,percent,lower,2020,0.0
1617,hydrogen storage - caverns,hydrogen storage - caverns,forced outage,percent,lower,2050,0.0
1618,hydrogen storage - caverns,hydrogen storage - caverns,forced outage,percent,upper,2020,0.0
1619,hydrogen storage - caverns,hydrogen storage - caverns,forced outage,percent,upper,2050,0.0
1620,hydrogen storage - caverns,hydrogen storage - caverns,forced outage,percent,control,2015,0.0
1621,hydrogen storage - caverns,hydrogen storage - caverns,forced outage,percent,control,2020,0.0
1622,hydrogen storage - caverns,hydrogen storage - caverns,forced outage,percent,control,2030,0.0
1623,hydrogen storage - caverns,hydrogen storage - caverns,forced outage,percent,control,2040,0.0
1624,hydrogen storage - caverns,hydrogen storage - caverns,forced outage,percent,control,2050,0.0
1634,hydrogen storage - caverns,hydrogen storage - caverns,input capacity for one unit,MW,lower,2020,150.0
1635,hydrogen storage - caverns,hydrogen storage - caverns,input capacity for one unit,MW,lower,2050,150.0
1636,hydrogen storage - caverns,hydrogen storage - caverns,input capacity for one unit,MW,upper,2020,150.0
1637,hydrogen storage - caverns,hydrogen storage - caverns,input capacity for one unit,MW,upper,2050,150.0
1638,hydrogen storage - caverns,hydrogen storage - caverns,input capacity for one unit,MW,control,2015,180.0
1639,hydrogen storage - caverns,hydrogen storage - caverns,input capacity for one unit,MW,control,2020,175.0
1640,hydrogen storage - caverns,hydrogen storage - caverns,input capacity for one unit,MW,control,2030,170.0
1641,hydrogen storage - caverns,hydrogen storage - caverns,input capacity for one unit,MW,control,2040,150.0
1642,hydrogen storage - caverns,hydrogen storage - caverns,input capacity for one unit,MW,control,2050,150.0
1661,hydrogen storage - caverns,hydrogen storage - caverns,round trip efficiency,percent,lower,2020,0.99
1662,hydrogen storage - caverns,hydrogen storage - caverns,round trip efficiency,percent,lower,2050,0.99
1663,hydrogen storage - caverns,hydrogen storage - caverns,round trip efficiency,percent,upper,2020,0.99
1664,hydrogen storage - caverns,hydrogen storage - caverns,round trip efficiency,percent,upper,2050,0.99
1665,hydrogen storage - caverns,hydrogen storage - caverns,round trip efficiency,percent,control,2015,0.99
1666,hydrogen storage - caverns,hydrogen storage - caverns,round trip efficiency,percent,control,2020,0.99
1667,hydrogen storage - caverns,hydrogen storage - caverns,round trip efficiency,percent,control,2030,0.99
1668,hydrogen storage - caverns,hydrogen storage - caverns,round trip efficiency,percent,control,2040,0.99
1669,hydrogen storage - caverns,hydrogen storage - caverns,round trip efficiency,percent,control,2050,0.99
1670,hydrogen storage - caverns,hydrogen storage - caverns,technical lifetime,years,lower,2020,100.0
1671,hydrogen storage - caverns,hydrogen storage - caverns,technical lifetime,years,lower,2050,100.0
1672,hydrogen storage - caverns,hydrogen storage - caverns,technical lifetime,years,upper,2020,100.0
1673,hydrogen storage - caverns,hydrogen storage - caverns,technical lifetime,years,upper,2050,100.0
1674,hydrogen storage - caverns,hydrogen storage - caverns,technical lifetime,years,control,2015,100.0
1675,hydrogen storage - caverns,hydrogen storage - caverns,technical lifetime,years,control,2020,100.0
1676,hydrogen storage - caverns,hydrogen storage - caverns,technical lifetime,years,control,2030,100.0
1677,hydrogen storage - caverns,hydrogen storage - caverns,technical lifetime,years,control,2040,100.0
1678,hydrogen storage - caverns,hydrogen storage - caverns,technical lifetime,years,control,2050,100.0
1679,hydrogen storage - caverns,hydrogen storage - caverns,hereof equipment,EUR_2020/MWh,lower,2020,1000.0
1680,hydrogen storage - caverns,hydrogen storage - caverns,hereof equipment,EUR_2020/MWh,lower,2050,1000.0
1681,hydrogen storage - caverns,hydrogen storage - caverns,hereof equipment,EUR_2020/MWh,upper,2020,1000.0
1682,hydrogen storage - caverns,hydrogen storage - caverns,hereof equipment,EUR_2020/MWh,upper,2050,1000.0
1683,hydrogen storage - caverns,hydrogen storage - caverns,hereof equipment,EUR_2020/MWh,control,2015,1000.0
1684,hydrogen storage - caverns,hydrogen storage - caverns,hereof equipment,EUR_2020/MWh,control,2020,1000.0
1685,hydrogen storage - caverns,hydrogen storage - caverns,hereof equipment,EUR_2020/MWh,control,2030,1000.0
1686,hydrogen storage - caverns,hydrogen storage - caverns,hereof equipment,EUR_2020/MWh,control,2040,1000.0
1687,hydrogen storage - caverns,hydrogen storage - caverns,hereof equipment,EUR_2020/MWh,control,2050,0.0
1688,hydrogen storage - caverns,hydrogen storage - caverns,hereof installation,EUR_2020/MWh,lower,2020,2000.0
1689,hydrogen storage - caverns,hydrogen storage - caverns,hereof installation,EUR_2020/MWh,lower,2050,2000.0
1690,hydrogen storage - caverns,hydrogen storage - caverns,hereof installation,EUR_2020/MWh,upper,2020,2000.0
1691,hydrogen storage - caverns,hydrogen storage - caverns,hereof installation,EUR_2020/MWh,upper,2050,2000.0
1692,hydrogen storage - caverns,hydrogen storage - caverns,hereof installation,EUR_2020/MWh,control,2015,2000.0
1693,hydrogen storage - caverns,hydrogen storage - caverns,hereof installation,EUR_2020/MWh,control,2020,2000.0
1694,hydrogen storage - caverns,hydrogen storage - caverns,hereof installation,EUR_2020/MWh,control,2030,1000.0
1695,hydrogen storage - caverns,hydrogen storage - caverns,hereof installation,EUR_2020/MWh,control,2040,1000.0
1696,hydrogen storage - caverns,hydrogen storage - caverns,hereof installation,EUR_2020/MWh,control,2050,1000.0
1697,hydrogen storage - caverns,hydrogen storage - caverns,fixed o&m,EUR_2020/MW/year,lower,2020,0.0
1698,hydrogen storage - caverns,hydrogen storage - caverns,fixed o&m,EUR_2020/MW/year,lower,2050,0.0
1699,hydrogen storage - caverns,hydrogen storage - caverns,fixed o&m,EUR_2020/MW/year,upper,2020,0.0
1700,hydrogen storage - caverns,hydrogen storage - caverns,fixed o&m,EUR_2020/MW/year,upper,2050,0.0
1701,hydrogen storage - caverns,hydrogen storage - caverns,fixed o&m,EUR_2020/MW/year,control,2015,0.0
1702,hydrogen storage - caverns,hydrogen storage - caverns,fixed o&m,EUR_2020/MW/year,control,2020,0.0
1703,hydrogen storage - caverns,hydrogen storage - caverns,fixed o&m,EUR_2020/MW/year,control,2030,0.0
1704,hydrogen storage - caverns,hydrogen storage - caverns,fixed o&m,EUR_2020/MW/year,control,2040,0.0
1705,hydrogen storage - caverns,hydrogen storage - caverns,fixed o&m,EUR_2020/MW/year,control,2050,0.0
1706,hydrogen storage - caverns,hydrogen storage - caverns,specific investment,EUR_2020/MWh,lower,2020,3000.0
1707,hydrogen storage - caverns,hydrogen storage - caverns,specific investment,EUR_2020/MWh,lower,2050,2000.0
1708,hydrogen storage - caverns,hydrogen storage - caverns,specific investment,EUR_2020/MWh,upper,2020,3000.0
1709,hydrogen storage - caverns,hydrogen storage - caverns,specific investment,EUR_2020/MWh,upper,2050,1000.0
1710,hydrogen storage - caverns,hydrogen storage - caverns,specific investment,EUR_2020/MWh,control,2015,3000.0
1711,hydrogen storage - caverns,hydrogen storage - caverns,specific investment,EUR_2020/MWh,control,2020,3000.0
1712,hydrogen storage - caverns,hydrogen storage - caverns,specific investment,EUR_2020/MWh,control,2030,2000.0
1713,hydrogen storage - caverns,hydrogen storage - caverns,specific investment,EUR_2020/MWh,control,2040,2000.0
1714,hydrogen storage - caverns,hydrogen storage - caverns,specific investment,EUR_2020/MWh,control,2050,1000.0
1715,hydrogen storage - caverns,hydrogen storage - caverns,variable o&m,EUR_2020/MWh,lower,2020,0.0
1716,hydrogen storage - caverns,hydrogen storage - caverns,variable o&m,EUR_2020/MWh,lower,2050,0.0
1717,hydrogen storage - caverns,hydrogen storage - caverns,variable o&m,EUR_2020/MWh,upper,2020,0.0
1718,hydrogen storage - caverns,hydrogen storage - caverns,variable o&m,EUR_2020/MWh,upper,2050,0.0
1719,hydrogen storage - caverns,hydrogen storage - caverns,variable o&m,EUR_2020/MWh,control,2015,0.0
1720,hydrogen storage - caverns,hydrogen storage - caverns,variable o&m,EUR_2020/MWh,control,2020,0.0
1721,hydrogen storage - caverns,hydrogen storage - caverns,variable o&m,EUR_2020/MWh,control,2030,0.0
1722,hydrogen storage - caverns,hydrogen storage - caverns,variable o&m,EUR_2020/MWh,control,2040,0.0
1723,hydrogen storage - caverns,hydrogen storage - caverns,variable o&m,EUR_2020/MWh,control,2050,0.0
1724,hydrogen storage - caverns,hydrogen storage - caverns,primary regulation,percent,lower,2020,3.3
1725,hydrogen storage - caverns,hydrogen storage - caverns,primary regulation,percent,lower,2050,3.3
1726,hydrogen storage - caverns,hydrogen storage - caverns,primary regulation,percent,upper,2020,3.3
1727,hydrogen storage - caverns,hydrogen storage - caverns,primary regulation,percent,upper,2050,3.3
1728,hydrogen storage - caverns,hydrogen storage - caverns,primary regulation,percent,control,2015,3.3
1729,hydrogen storage - caverns,hydrogen storage - caverns,primary regulation,percent,control,2020,3.3
1730,hydrogen storage - caverns,hydrogen storage - caverns,primary regulation,percent,control,2030,3.3
1731,hydrogen storage - caverns,hydrogen storage - caverns,primary regulation,percent,control,2040,3.3
1732,hydrogen storage - caverns,hydrogen storage - caverns,primary regulation,percent,control,2050,3.3
1733,hydrogen storage - caverns,hydrogen storage - caverns,secondary regulation,percent/minute,lower,2020,6.7
1734,hydrogen storage - caverns,hydrogen storage - caverns,secondary regulation,percent/minute,lower,2050,6.7
1735,hydrogen storage - caverns,hydrogen storage - caverns,secondary regulation,percent/minute,upper,2020,6.7
1736,hydrogen storage - caverns,hydrogen storage - caverns,secondary regulation,percent/minute,upper,2050,6.7
1737,hydrogen storage - caverns,hydrogen storage - caverns,secondary regulation,percent/minute,control,2015,6.7
1738,hydrogen storage - caverns,hydrogen storage - caverns,secondary regulation,percent/minute,control,2020,6.7
1739,hydrogen storage - caverns,hydrogen storage - caverns,secondary regulation,percent/minute,control,2030,6.7
1740,hydrogen storage - caverns,hydrogen storage - caverns,secondary regulation,percent/minute,control,2040,6.7
1741,hydrogen storage - caverns,hydrogen storage - caverns,secondary regulation,percent/minute,control,2050,6.7
1742,hydrogen storage - caverns,hydrogen storage - caverns,gravimetric energy density,Wh/kg,lower,2020,33.3
1743,hydrogen storage - caverns,hydrogen storage - caverns,gravimetric energy density,Wh/kg,lower,2050,33.3
1744,hydrogen storage - caverns,hydrogen storage - caverns,gravimetric energy density,Wh/kg,upper,2020,33.3
1745,hydrogen storage - caverns,hydrogen storage - caverns,gravimetric energy density,Wh/kg,upper,2050,33.3
1746,hydrogen storage - caverns,hydrogen storage - caverns,gravimetric energy density,Wh/kg,control,2015,33.3
1747,hydrogen storage - caverns,hydrogen storage - caverns,gravimetric energy density,Wh/kg,control,2020,33.3
1748,hydrogen storage - caverns,hydrogen storage - caverns,gravimetric energy density,Wh/kg,control,2030,33.3
1749,hydrogen storage - caverns,hydrogen storage - caverns,gravimetric energy density,Wh/kg,control,2040,33.3
1750,hydrogen storage - caverns,hydrogen storage - caverns,gravimetric energy density,Wh/kg,control,2050,33.3
1760,pumped hydro storage,pumped hydro storage,construction time,years,lower,2020,2.0
1761,pumped hydro storage,pumped hydro storage,construction time,years,lower,2050,2.0
1762,pumped hydro storage,pumped hydro storage,construction time,years,upper,2020,3.0
1763,pumped hydro storage,pumped hydro storage,construction time,years,upper,2050,3.0
1764,pumped hydro storage,pumped hydro storage,construction time,years,control,2015,2.5
1765,pumped hydro storage,pumped hydro storage,construction time,years,control,2020,2.5
1766,pumped hydro storage,pumped hydro storage,construction time,years,control,2030,2.5
1767,pumped hydro storage,pumped hydro storage,construction time,years,control,2050,2.5
1776,pumped hydro storage,pumped hydro storage,generating capacity for one unit,MW,lower,2020,10.0
1777,pumped hydro storage,pumped hydro storage,generating capacity for one unit,MW,lower,2050,10.0
1778,pumped hydro storage,pumped hydro storage,generating capacity for one unit,MW,upper,2020,1000.0
1779,pumped hydro storage,pumped hydro storage,generating capacity for one unit,MW,upper,2050,1000.0
1780,pumped hydro storage,pumped hydro storage,generating capacity for one unit,MW,control,2015,500.0
1781,pumped hydro storage,pumped hydro storage,generating capacity for one unit,MW,control,2020,500.0
1782,pumped hydro storage,pumped hydro storage,generating capacity for one unit,MW,control,2030,500.0
1783,pumped hydro storage,pumped hydro storage,generating capacity for one unit,MW,control,2050,500.0
1784,pumped hydro storage,pumped hydro storage,technical lifetime,years,control,2015,50.0
1785,pumped hydro storage,pumped hydro storage,technical lifetime,years,control,2020,50.0
1786,pumped hydro storage,pumped hydro storage,technical lifetime,years,control,2030,50.0
1787,pumped hydro storage,pumped hydro storage,technical lifetime,years,control,2050,50.0
1788,pumped hydro storage,pumped hydro storage,total efficiency net,percent,lower,2020,70.0
1789,pumped hydro storage,pumped hydro storage,total efficiency net,percent,lower,2050,70.0
1790,pumped hydro storage,pumped hydro storage,total efficiency net,percent,upper,2020,80.0
1791,pumped hydro storage,pumped hydro storage,total efficiency net,percent,upper,2050,80.0
1792,pumped hydro storage,pumped hydro storage,total efficiency net,percent,control,2015,75.0
1793,pumped hydro storage,pumped hydro storage,total efficiency net,percent,control,2020,75.0
1794,pumped hydro storage,pumped hydro storage,total efficiency net,percent,control,2030,75.0
1795,pumped hydro storage,pumped hydro storage,total efficiency net,percent,control,2050,75.0
1796,pumped hydro storage,pumped hydro storage,fixed o&m,EUR_2020/MW/year,lower,2020,6380.4
1797,pumped hydro storage,pumped hydro storage,fixed o&m,EUR_2020/MW/year,lower,2050,6380.4
1798,pumped hydro storage,pumped hydro storage,fixed o&m,EUR_2020/MW/year,upper,2020,12760.8
1799,pumped hydro storage,pumped hydro storage,fixed o&m,EUR_2020/MW/year,upper,2050,12760.8
1800,pumped hydro storage,pumped hydro storage,fixed o&m,EUR_2020/MW/year,control,2015,8507.2
1801,pumped hydro storage,pumped hydro storage,fixed o&m,EUR_2020/MW/year,control,2020,8507.2
1802,pumped hydro storage,pumped hydro storage,fixed o&m,EUR_2020/MW/year,control,2030,8507.2
1803,pumped hydro storage,pumped hydro storage,fixed o&m,EUR_2020/MW/year,control,2050,8507.2
1804,pumped hydro storage,pumped hydro storage,"investment, pump part",EUR_2020/MW,lower,2020,0.0
1805,pumped hydro storage,pumped hydro storage,"investment, pump part",EUR_2020/MW,lower,2050,0.0
1806,pumped hydro storage,pumped hydro storage,"investment, pump part",EUR_2020/MW,upper,2020,0.0
1807,pumped hydro storage,pumped hydro storage,"investment, pump part",EUR_2020/MW,upper,2050,0.0
1808,pumped hydro storage,pumped hydro storage,"investment, pump part",EUR_2020/MW,control,2015,638000.0
1809,pumped hydro storage,pumped hydro storage,"investment, pump part",EUR_2020/MW,control,2020,638000.0
1810,pumped hydro storage,pumped hydro storage,"investment, pump part",EUR_2020/MW,control,2030,638000.0
1811,pumped hydro storage,pumped hydro storage,"investment, pump part",EUR_2020/MW,control,2050,638000.0
1812,pumped hydro storage,pumped hydro storage,"investment, total, greenfield plant",EUR_2020/MW,lower,2020,0.0
1813,pumped hydro storage,pumped hydro storage,"investment, total, greenfield plant",EUR_2020/MW,lower,2050,0.0
1814,pumped hydro storage,pumped hydro storage,"investment, total, greenfield plant",EUR_2020/MW,upper,2020,0.0
1815,pumped hydro storage,pumped hydro storage,"investment, total, greenfield plant",EUR_2020/MW,upper,2050,0.0
1816,pumped hydro storage,pumped hydro storage,"investment, total, greenfield plant",EUR_2020/MW,control,2015,4254000.0
1817,pumped hydro storage,pumped hydro storage,"investment, total, greenfield plant",EUR_2020/MW,control,2020,4254000.0
1818,pumped hydro storage,pumped hydro storage,"investment, total, greenfield plant",EUR_2020/MW,control,2030,4254000.0
1819,pumped hydro storage,pumped hydro storage,"investment, total, greenfield plant",EUR_2020/MW,control,2050,4254000.0
1820,pumped hydro storage,pumped hydro storage,variable o&m,EUR_2020/MWh,lower,2020,0.0
1821,pumped hydro storage,pumped hydro storage,variable o&m,EUR_2020/MWh,lower,2050,0.0
1822,pumped hydro storage,pumped hydro storage,variable o&m,EUR_2020/MWh,upper,2020,0.0
1823,pumped hydro storage,pumped hydro storage,variable o&m,EUR_2020/MWh,upper,2050,0.0
1824,pumped hydro storage,pumped hydro storage,variable o&m,EUR_2020/MWh,control,2015,0.0
1825,pumped hydro storage,pumped hydro storage,variable o&m,EUR_2020/MWh,control,2020,0.0
1826,pumped hydro storage,pumped hydro storage,variable o&m,EUR_2020/MWh,control,2030,0.0
1827,pumped hydro storage,pumped hydro storage,variable o&m,EUR_2020/MWh,control,2050,0.0
1828,caes,compressed air energy storage,charge efficiency,percent,lower,2020,80.0
1829,caes,compressed air energy storage,charge efficiency,percent,lower,2050,80.0
1830,caes,compressed air energy storage,charge efficiency,percent,upper,2020,80.0
1831,caes,compressed air energy storage,charge efficiency,percent,upper,2050,85.0
1832,caes,compressed air energy storage,charge efficiency,percent,control,2015,80.0
1833,caes,compressed air energy storage,charge efficiency,percent,control,2020,80.0
1834,caes,compressed air energy storage,charge efficiency,percent,control,2030,84.0
1835,caes,compressed air energy storage,charge efficiency,percent,control,2050,85.0
1836,caes,compressed air energy storage,discharge efficiency,percent,lower,2020,69.0
1837,caes,compressed air energy storage,discharge efficiency,percent,lower,2050,80.0
1838,caes,compressed air energy storage,discharge efficiency,percent,upper,2020,69.0
1839,caes,compressed air energy storage,discharge efficiency,percent,upper,2050,85.0
1840,caes,compressed air energy storage,discharge efficiency,percent,control,2015,69.0
1841,caes,compressed air energy storage,discharge efficiency,percent,control,2020,80.0
1842,caes,compressed air energy storage,discharge efficiency,percent,control,2030,84.0
1843,caes,compressed air energy storage,discharge efficiency,percent,control,2050,85.0
1856,caes,compressed air energy storage,construction time,years,lower,2020,2.0
1857,caes,compressed air energy storage,construction time,years,lower,2050,2.0
1858,caes,compressed air energy storage,construction time,years,upper,2020,3.0
1859,caes,compressed air energy storage,construction time,years,upper,2050,3.0
1860,caes,compressed air energy storage,construction time,years,control,2015,2.5
1861,caes,compressed air energy storage,construction time,years,control,2020,2.5
1862,caes,compressed air energy storage,construction time,years,control,2030,2.5
1863,caes,compressed air energy storage,construction time,years,control,2050,2.5
1864,caes,compressed air energy storage,energy losses during storage,percent,lower,2020,0.0
1865,caes,compressed air energy storage,energy losses during storage,percent,lower,2050,0.0
1866,caes,compressed air energy storage,energy losses during storage,percent,upper,2020,0.0
1867,caes,compressed air energy storage,energy losses during storage,percent,upper,2050,0.0
1868,caes,compressed air energy storage,energy losses during storage,percent,control,2015,0.1
1869,caes,compressed air energy storage,energy losses during storage,percent,control,2020,0.0
1870,caes,compressed air energy storage,energy losses during storage,percent,control,2030,0.0
1871,caes,compressed air energy storage,energy losses during storage,percent,control,2050,0.0
1873,caes,compressed air energy storage,energy storage capacity for one unit,MWh,lower,2050,3000.0
1875,caes,compressed air energy storage,energy storage capacity for one unit,MWh,upper,2050,10000.0
1876,caes,compressed air energy storage,energy storage capacity for one unit,MWh,control,2015,3000.0
1877,caes,compressed air energy storage,energy storage capacity for one unit,MWh,control,2020,3000.0
1878,caes,compressed air energy storage,energy storage capacity for one unit,MWh,control,2030,3000.0
1879,caes,compressed air energy storage,energy storage capacity for one unit,MWh,control,2050,3000.0
1881,caes,compressed air energy storage,forced outage,percent,lower,2050,2.0
1883,caes,compressed air energy storage,forced outage,percent,upper,2050,4.0
1884,caes,compressed air energy storage,forced outage,percent,control,2015,5.0
1885,caes,compressed air energy storage,forced outage,percent,control,2020,5.0
1886,caes,compressed air energy storage,forced outage,percent,control,2030,4.0
1887,caes,compressed air energy storage,forced outage,percent,control,2050,4.0
1897,caes,compressed air energy storage,input capacity for one unit,MW,lower,2050,60.0
1899,caes,compressed air energy storage,input capacity for one unit,MW,upper,2050,80.0
1900,caes,compressed air energy storage,input capacity for one unit,MW,control,2015,60.0
1901,caes,compressed air energy storage,input capacity for one unit,MW,control,2020,60.0
1902,caes,compressed air energy storage,input capacity for one unit,MW,control,2030,60.0
1903,caes,compressed air energy storage,input capacity for one unit,MW,control,2050,60.0
1905,caes,compressed air energy storage,output capacity for one unit,MW,lower,2050,300.0
1907,caes,compressed air energy storage,output capacity for one unit,MW,upper,2050,500.0
1908,caes,compressed air energy storage,output capacity for one unit,MW,control,2015,300.0
1909,caes,compressed air energy storage,output capacity for one unit,MW,control,2020,300.0
1910,caes,compressed air energy storage,output capacity for one unit,MW,control,2030,300.0
1911,caes,compressed air energy storage,output capacity for one unit,MW,control,2050,300.0
1913,caes,compressed air energy storage,planned outage,weeks/year,lower,2050,2.0
1915,caes,compressed air energy storage,planned outage,weeks/year,upper,2050,3.0
1916,caes,compressed air energy storage,planned outage,weeks/year,control,2015,5.0
1917,caes,compressed air energy storage,planned outage,weeks/year,control,2020,5.0
1918,caes,compressed air energy storage,planned outage,weeks/year,control,2030,4.0
1919,caes,compressed air energy storage,planned outage,weeks/year,control,2050,3.0
1920,caes,compressed air energy storage,round trip efficiency,percent,lower,2020,55.0
1921,caes,compressed air energy storage,round trip efficiency,percent,lower,2050,64.0
1922,caes,compressed air energy storage,round trip efficiency,percent,upper,2020,55.0
1923,caes,compressed air energy storage,round trip efficiency,percent,upper,2050,72.0
1924,caes,compressed air energy storage,round trip efficiency,percent,control,2015,55.0
1925,caes,compressed air energy storage,round trip efficiency,percent,control,2020,60.0
1926,caes,compressed air energy storage,round trip efficiency,percent,control,2030,70.0
1927,caes,compressed air energy storage,round trip efficiency,percent,control,2050,72.0
1928,caes,compressed air energy storage,technical lifetime,years,lower,2020,35.0
1929,caes,compressed air energy storage,technical lifetime,years,lower,2050,35.0
1930,caes,compressed air energy storage,technical lifetime,years,upper,2020,45.0
1931,caes,compressed air energy storage,technical lifetime,years,upper,2050,45.0
1932,caes,compressed air energy storage,technical lifetime,years,control,2015,40.0
