,ws,Technology,par,unit,est,year,val
355,large hot water tank,large-scale hot water tanks (steel),hereof equipment,percent,lower,2020,67.41
356,large hot water tank,large-scale hot water tanks (steel),hereof equipment,percent,lower,2050,67.41
357,large hot water tank,large-scale hot water tanks (steel),hereof equipment,percent,upper,2020,67.41
358,large hot water tank,large-scale hot water tanks (steel),hereof equipment,percent,upper,2050,67.41
359,large hot water tank,large-scale hot water tanks (steel),hereof equipment,percent,control,2015,67.41
360,large hot water tank,large-scale hot water tanks (steel),hereof equipment,percent,control,2020,67.41
361,large hot water tank,large-scale hot water tanks (steel),hereof equipment,percent,control,2030,67.41
362,large hot water tank,large-scale hot water tanks (steel),hereof equipment,percent,control,2040,67.41
363,large hot water tank,large-scale hot water tanks (steel),hereof equipment,percent,control,2050,67.41
364,large hot water tank,large-scale hot water tanks (steel),hereof installation,percent,lower,2020,28.89
365,large hot water tank,large-scale hot water tanks (steel),hereof installation,percent,lower,2050,28.89
366,large hot water tank,large-scale hot water tanks (steel),hereof installation,percent,upper,2020,28.89
367,large hot water tank,large-scale hot water tanks (steel),hereof installation,percent,upper,2050,28.89
368,large hot water tank,large-scale hot water tanks (steel),hereof installation,percent,control,2015,28.89
369,large hot water tank,large-scale hot water tanks (steel),hereof installation,percent,control,2020,28.89
370,large hot water tank,large-scale hot water tanks (steel),hereof installation,percent,control,2030,28.89
371,large hot water tank,large-scale hot water tanks (steel),hereof installation,percent,control,2040,28.89
372,large hot water tank,large-scale hot water tanks (steel),hereof installation,percent,control,2050,28.89
373,large hot water tank,large-scale hot water tanks (steel),fixed o&m,EUR_2020/MWh/year,lower,2020,4.876
374,large hot water tank,large-scale hot water tanks (steel),fixed o&m,EUR_2020/MWh/year,lower,2050,4.876
375,large hot water tank,large-scale hot water tanks (steel),fixed o&m,EUR_2020/MWh/year,upper,2020,34.135
376,large hot water tank,large-scale hot water tanks (steel),fixed o&m,EUR_2020/MWh/year,upper,2050,34.135
377,large hot water tank,large-scale hot water tanks (steel),fixed o&m,EUR_2020/MWh/year,control,2015,8.807
378,large hot water tank,large-scale hot water tanks (steel),fixed o&m,EUR_2020/MWh/year,control,2020,8.807
379,large hot water tank,large-scale hot water tanks (steel),fixed o&m,EUR_2020/MWh/year,control,2030,8.807
380,large hot water tank,large-scale hot water tanks (steel),fixed o&m,EUR_2020/MWh/year,control,2040,8.807
381,large hot water tank,large-scale hot water tanks (steel),fixed o&m,EUR_2020/MWh/year,control,2050,8.807
382,large hot water tank,large-scale hot water tanks (steel),specific investment,EUR_2020/GWh,lower,2020,2211000.0
383,large hot water tank,large-scale hot water tanks (steel),specific investment,EUR_2020/GWh,lower,2050,2211000.0
384,large hot water tank,large-scale hot water tanks (steel),specific investment,EUR_2020/GWh,upper,2020,8177000.0
385,large hot water tank,large-scale hot water tanks (steel),specific investment,EUR_2020/GWh,upper,2050,8177000.0
386,large hot water tank,large-scale hot water tanks (steel),specific investment,EUR_2020/GWh,control,2015,3036000.0
387,large hot water tank,large-scale hot water tanks (steel),specific investment,EUR_2020/GWh,control,2020,3036000.0
388,large hot water tank,large-scale hot water tanks (steel),specific investment,EUR_2020/GWh,control,2030,3036000.0
389,large hot water tank,large-scale hot water tanks (steel),specific investment,EUR_2020/GWh,control,2040,3036000.0
390,large hot water tank,large-scale hot water tanks (steel),specific investment,EUR_2020/GWh,control,2050,3036000.0
391,large hot water tank,large-scale hot water tanks (steel),variable o&m,EUR_2020/MWh,lower,2020,0.0
392,large hot water tank,large-scale hot water tanks (steel),variable o&m,EUR_2020/MWh,lower,2050,0.0
393,large hot water tank,large-scale hot water tanks (steel),variable o&m,EUR_2020/MWh,upper,2020,0.0
394,large hot water tank,large-scale hot water tanks (steel),variable o&m,EUR_2020/MWh,upper,2050,0.0
395,large hot water tank,large-scale hot water tanks (steel),variable o&m,EUR_2020/MWh,control,2015,0.0
396,large hot water tank,large-scale hot water tanks (steel),variable o&m,EUR_2020/MWh,control,2020,0.0
397,large hot water tank,large-scale hot water tanks (steel),variable o&m,EUR_2020/MWh,control,2030,0.0
398,large hot water tank,large-scale hot water tanks (steel),variable o&m,EUR_2020/MWh,control,2040,0.0
399,large hot water tank,large-scale hot water tanks (steel),variable o&m,EUR_2020/MWh,control,2050,0.0
400,large hot water tank,large-scale hot water tanks (steel),tank volume of example,meter**3,lower,2020,1500.0
401,large hot water tank,large-scale hot water tanks (steel),tank volume of example,meter**3,lower,2050,1500.0
402,large hot water tank,large-scale hot water tanks (steel),tank volume of example,meter**3,upper,2020,5000.0
403,large hot water tank,large-scale hot water tanks (steel),tank volume of example,meter**3,upper,2050,5000.0
404,large hot water tank,large-scale hot water tanks (steel),tank volume of example,meter**3,control,2015,3000.0
405,large hot water tank,large-scale hot water tanks (steel),tank volume of example,meter**3,control,2020,3000.0
406,large hot water tank,large-scale hot water tanks (steel),tank volume of example,meter**3,control,2030,3000.0
407,large hot water tank,large-scale hot water tanks (steel),tank volume of example,meter**3,control,2040,3000.0
408,large hot water tank,large-scale hot water tanks (steel),tank volume of example,meter**3,control,2050,3000.0
409,large hot water tank,large-scale hot water tanks (steel),typical temperature difference in storage,K,lower,2020,30.0
410,large hot water tank,large-scale hot water tanks (steel),typical temperature difference in storage,K,lower,2050,30.0
411,large hot water tank,large-scale hot water tanks (steel),typical temperature difference in storage,K,upper,2020,60.0
412,large hot water tank,large-scale hot water tanks (steel),typical temperature difference in storage,K,upper,2050,60.0
413,large hot water tank,large-scale hot water tanks (steel),typical temperature difference in storage,K,control,2015,55.0
414,large hot water tank,large-scale hot water tanks (steel),typical temperature difference in storage,K,control,2020,55.0
415,large hot water tank,large-scale hot water tanks (steel),typical temperature difference in storage,K,control,2030,55.0
416,large hot water tank,large-scale hot water tanks (steel),typical temperature difference in storage,K,control,2040,55.0
417,large hot water tank,large-scale hot water tanks (steel),typical temperature difference in storage,K,control,2050,55.0
418,small scale hot water tank,small-scale hot water tanks (steel),charge efficiency,percent,lower,2020,100.0
419,small scale hot water tank,small-scale hot water tanks (steel),charge efficiency,percent,lower,2050,100.0
420,small scale hot water tank,small-scale hot water tanks (steel),charge efficiency,percent,upper,2020,100.0
421,small scale hot water tank,small-scale hot water tanks (steel),charge efficiency,percent,upper,2050,100.0
422,small scale hot water tank,small-scale hot water tanks (steel),charge efficiency,percent,control,2015,100.0
423,small scale hot water tank,small-scale hot water tanks (steel),charge efficiency,percent,control,2020,100.0
424,small scale hot water tank,small-scale hot water tanks (steel),charge efficiency,percent,control,2030,100.0
425,small scale hot water tank,small-scale hot water tanks (steel),charge efficiency,percent,control,2040,100.0
426,small scale hot water tank,small-scale hot water tanks (steel),charge efficiency,percent,control,2050,100.0
427,small scale hot water tank,small-scale hot water tanks (steel),discharge efficiency,percent,lower,2020,100.0
428,small scale hot water tank,small-scale hot water tanks (steel),discharge efficiency,percent,lower,2050,100.0
429,small scale hot water tank,small-scale hot water tanks (steel),discharge efficiency,percent,upper,2020,100.0
430,small scale hot water tank,small-scale hot water tanks (steel),discharge efficiency,percent,upper,2050,100.0
431,small scale hot water tank,small-scale hot water tanks (steel),discharge efficiency,percent,control,2015,100.0
432,small scale hot water tank,small-scale hot water tanks (steel),discharge efficiency,percent,control,2020,100.0
433,small scale hot water tank,small-scale hot water tanks (steel),discharge efficiency,percent,control,2030,100.0
434,small scale hot water tank,small-scale hot water tanks (steel),discharge efficiency,percent,control,2040,100.0
435,small scale hot water tank,small-scale hot water tanks (steel),discharge efficiency,percent,control,2050,100.0
445,small scale hot water tank,small-scale hot water tanks (steel),auxiliary electricity consumption,percent,lower,2020,0.0
446,small scale hot water tank,small-scale hot water tanks (steel),auxiliary electricity consumption,percent,lower,2050,0.0
447,small scale hot water tank,small-scale hot water tanks (steel),auxiliary electricity consumption,percent,upper,2020,1.0
448,small scale hot water tank,small-scale hot water tanks (steel),auxiliary electricity consumption,percent,upper,2050,1.0
449,small scale hot water tank,small-scale hot water tanks (steel),auxiliary electricity consumption,percent,control,2015,1.0
450,small scale hot water tank,small-scale hot water tanks (steel),auxiliary electricity consumption,percent,control,2020,1.0
451,small scale hot water tank,small-scale hot water tanks (steel),auxiliary electricity consumption,percent,control,2030,1.0
452,small scale hot water tank,small-scale hot water tanks (steel),auxiliary electricity consumption,percent,control,2040,1.0
453,small scale hot water tank,small-scale hot water tanks (steel),auxiliary electricity consumption,percent,control,2050,1.0
454,small scale hot water tank,small-scale hot water tanks (steel),construction time,years,lower,2020,0.0
455,small scale hot water tank,small-scale hot water tanks (steel),construction time,years,lower,2050,0.0
456,small scale hot water tank,small-scale hot water tanks (steel),construction time,years,upper,2020,0.0
457,small scale hot water tank,small-scale hot water tanks (steel),construction time,years,upper,2050,0.0
458,small scale hot water tank,small-scale hot water tanks (steel),construction time,years,control,2015,0.0
459,small scale hot water tank,small-scale hot water tanks (steel),construction time,years,control,2020,0.0
460,small scale hot water tank,small-scale hot water tanks (steel),construction time,years,control,2030,0.0
461,small scale hot water tank,small-scale hot water tanks (steel),construction time,years,control,2040,0.0
462,small scale hot water tank,small-scale hot water tanks (steel),construction time,years,control,2050,0.0
463,small scale hot water tank,small-scale hot water tanks (steel),energy losses during storage,percent/hour,lower,2020,2.5
464,small scale hot water tank,small-scale hot water tanks (steel),energy losses during storage,percent/hour,lower,2050,2.5
465,small scale hot water tank,small-scale hot water tanks (steel),energy losses during storage,percent/hour,upper,2020,1.0
466,small scale hot water tank,small-scale hot water tanks (steel),energy losses during storage,percent/hour,upper,2050,1.0
467,small scale hot water tank,small-scale hot water tanks (steel),energy losses during storage,percent/hour,control,2015,2.1
468,small scale hot water tank,small-scale hot water tanks (steel),energy losses during storage,percent/hour,control,2020,2.1
469,small scale hot water tank,small-scale hot water tanks (steel),energy losses during storage,percent/hour,control,2030,2.1
470,small scale hot water tank,small-scale hot water tanks (steel),energy losses during storage,percent/hour,control,2040,2.1
471,small scale hot water tank,small-scale hot water tanks (steel),energy losses during storage,percent/hour,control,2050,2.1
472,small scale hot water tank,small-scale hot water tanks (steel),energy storage capacity for one unit,kWh,lower,2020,2.0
473,small scale hot water tank,small-scale hot water tanks (steel),energy storage capacity for one unit,kWh,lower,2050,2.0
474,small scale hot water tank,small-scale hot water tanks (steel),energy storage capacity for one unit,kWh,upper,2020,19.0
475,small scale hot water tank,small-scale hot water tanks (steel),energy storage capacity for one unit,kWh,upper,2050,19.0
476,small scale hot water tank,small-scale hot water tanks (steel),energy storage capacity for one unit,kWh,control,2015,3.0
477,small scale hot water tank,small-scale hot water tanks (steel),energy storage capacity for one unit,kWh,control,2020,3.0
478,small scale hot water tank,small-scale hot water tanks (steel),energy storage capacity for one unit,kWh,control,2030,3.0
479,small scale hot water tank,small-scale hot water tanks (steel),energy storage capacity for one unit,kWh,control,2040,3.0
480,small scale hot water tank,small-scale hot water tanks (steel),energy storage capacity for one unit,kWh,control,2050,3.0
481,small scale hot water tank,small-scale hot water tanks (steel),forced outage,percent,lower,2020,0.0
